# path	git_blob_sha1	normalized_marker_sha256	source_area
crates/media/candle-gen/candle-gen-bernini/src/template.rs	92f117897faf46b756358b7bc709edfaec9fbccd	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-bernini/src/vision.rs	34a81f72617bd6d2f3453c2c1b72fc17039387bb	139d0ed74ab6476d58452456fc680da9707bd1b489913b8e9749ab79b035c93e	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-bernini/src/vit_preprocess.rs	f36687205b18575cbc8b168ac07f055f17f068ed	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-boogu/src/config.rs	a0359443e1eb6e03558d5b7c33791ede5d53e51a	47bc476ebef309b87d2424ca5072fd08d14c7c24e41759c514249352cf317c9e	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/pipeline.rs	4d0c186ce3588449f4340baa10115c75fee7ef3b	bd0594847547d78405dbd19311b9087eaae9352c00b4def1ec6fe798216de5b1	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/text_encoder.rs	b83752694affe5f5bcb46b70b999aa4db2f71ba4	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/tokenizer.rs	defe5e3f0f29593745f28888682b1e5f982eea0a	d77a96a80bbb9769643dd005eccaebcc715f74b56afe2c4ba22a0ebbc2a6fe34	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/transformer/block.rs	5f36d519f9217e1866ab7d2856a9b83a72d7be5b	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/transformer/mod.rs	3a3df0175d5802e9e320d33d07ed44c949885c11	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/transformer/rope.rs	96642bfd9293ebbc152eae02a7ae9e22167c7e2e	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/vision/mod.rs	6315896adc99eaaad88b0136e18a5d5735211c39	bd0594847547d78405dbd19311b9087eaae9352c00b4def1ec6fe798216de5b1	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-boogu/src/vision/preprocess.rs	ff2432b67b3a91f1313e6dc3c3b112110455c7df	34685acc925d60791c8d6707c4027321ed9dc62c68dc213590994c517d1533f9	architecture:crates/media/candle-gen/candle-gen-boogu
crates/media/candle-gen/candle-gen-chroma/src/config.rs	0bc46533040d3fc5f02fab3c25e2e14ceaca166c	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-chroma
crates/media/candle-gen/candle-gen-chroma/src/pipeline.rs	6753ad2e3379d6635f7b86eef52f2b44e9e4147d	a6883d9b84643003942411d7702ff6b039e58ea34bc42623db862b7308bb36d8	architecture:crates/media/candle-gen/candle-gen-chroma
crates/media/candle-gen/candle-gen-chroma/src/quant.rs	0d3206bc29ceb3e44b01e499611c03f5720b106c	a6883d9b84643003942411d7702ff6b039e58ea34bc42623db862b7308bb36d8	architecture:crates/media/candle-gen/candle-gen-chroma
